Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
"TMPA reviews opacity events, such as this, in an effort to improve procedures that will minimize opacity events related to start-up, shutdown,and maintenance. Flue gas is routed through a functioning scrubber tower whenever fans are running. Because the scrubber is known to be aneffective particulate removal device, TMPA believes that its use during these times will minimize if not eliminate ""actual"" opacity exceedances. TMPA will energize the ESP in accordance with TMPA's standard shutdown and start-up procedures.","The Texas Municipal Power Agency (TMPA) experienced an apparent exceedance of it 30-day average mercury emission limit of 1.2 lbs/TeraBtu under the Mercury and Air Toxics Standard (MATS) on 09/10/17. The 30-day average value recorded by the Continuous Emissions Monitoring System (CEMS) for 09/10/2017 was 1.203 lbs/TeraBtu. There are several factors which may have contributed to this situation which I will discuss below. 1. TMPA is attempting to use all of its coal pile by early October in preparation for its winter shut down as it transitions to seasonal operation. In places the pile is already down to dirt. This clearing of the pile means that coal that has been in the pile for a very long time has recently been burned in the boiler. TMPA plans to take some core samples of this “bottom of the pile coal” to determine if its chemical nature, including its mercury content, is significantly different from the more recently burned coal. It is even possible that some of this “bottom of the pile coal” was left on the ground from prior to the conversion to burning Powder Ridge Basin coal (PRB). Prior to this conversion TMPA burned locally mined lignite. If analysis of these core samples shows that some of the old lignite is still present and has been burned in the boiler then the 1.2 lbs Hg/TeraBtu MATS limit would not be applicable. Locally mined lignite would meet the definition of “Low Rank Coal” in the MATS for which the emission limit is 4.0 lbs Hg/TeraBtu. EPA has communicated by letter to TMPA that the burning of any amount of low rank coal is sufficient to trigger the 4.0 lbs/TeraBtu limit. TMPA will provide a copy of the EPA communications on this topic to the TCEQ.2. TMPA’s mercury control system consists of three parts. a. The coal is sprayed with a calcium bromide solution as it enters the pulverizers ahead of the boiler. The calcium bromide promotes the conversion of the elemental mercury in the coal to its ionic form in the boiler so that it can be captured within the scrubber. b. The scrubber provides a high surface area interface between the flue gas from the boiler and an aqueous solution. Mercury in its ionic form is very soluble in water so an aqueous media provides the ideal environment for scrubbing the mercury from the flue gas. Unfortunately the solubility limit of mercury in water is relatively low. This means that the scrubber liquor quickly becomes saturated with mercury and is unable to remove more mercury. c. This scrubber liquor saturation necessitates the third step in TMPA’s mercury control process: the addition of a mercury precipitation agent to the scrubber liquor. The mercury precipitation agent promotes the removal/precipitation of mercury from the scrubber liquor, reducing its concentration in the liquor phase, thereby allowing additional mercury from the flue gas to dissolve into the scrubber liquor and subsequently precipitated out. 3. Over the last several weeks TMPA has experienced several problems with its mercury control system which have led to several periods of increased levels of mercury emissions. For worker safety reasons TMPA switched last spring from the mercury precipitation agent that it had been using, sodium hydrosulfide, to a commercial preparation called KleenScrub. The primary concern associated with using sodium hydrosulfide was that it has a high potential to lead to the formation of hydrogen sulfide gas. Both of these chemicals have a tendency to plug the in j e","CARLOS, GRIMES","The Continuous Emissions Monitoring System (CEMS), the Continuous Opacity Monitoring System (COMS), manual opacity readings, and theDistributed Control System (DCS) are used to determine emission quantities. All Data Acquisition Handling System (DAHS) data is provided onCST basis as directed by EPA Region 6. Operational time is also reported in CST. As daylight savings time is now in effect, all times included in this report would need to be increased by one hour to match normal, daylight savings time, clock time.",09/11/2017 11:59PM,09/13/2017 11:59PM,FM 244 2.5 MI N OF HWY 30,RN100214550,GIBBONS CREEK STEAM ELECTRIC STATION,FINAL REPORT,EMISSIONS EVENT,267474
,Blockage in a force main and lift pumps at LS #2 were ragged up which kept the pumps from pumping down the system. Discharged from manhole to ground to storm sewer. Actions taken: a subcontractor was dispatched to clean the area with calcium hypochlorite and fresh water. A subcontractor was dispatched to de-rag the lift pumps as they likely tripped due to excessive rags. Another subcontractor jetted the force main and removed the blockage. Two dates and times but both part of the same issue so being reported as one.,"ALVIN, BRAZORIA",,09/05/2017,09/06/2017,"Located on the West Bank of Mustang Bayou Approximately 1/2 mile West of intersection of County Road 326 and County Road 155 in Brazoria County, Texas",RN101920049,CITY OF HILLCREST VILLAGE,FINAL REPORT,WASTEWATER BYPASS,267475
"All of the facilities and emissions control devices at this site are operating as designed and where applicable, are authorized. Where possible, Chevron Field personnel shut-in wells to minimize the overall volume of gas going to the centrally located flare. Within levels conducive to a safe working environment, the remaining field locations were allowed to pressure up before any gas was routed to the centrally located emergency flare. Chevron will discontinue flaring immediately upon repairing equipment.",Third party downtime,"CRANE, CRANE","Reportable quantities, process knowledge, excel spreadsheet, metered volumes, and gas analysis were used in the calculations.",09/11/2017 5:00AM,09/12/2017 5:00AM,APPROX 1.0 MI E NE OF CRANE OFF SH329,RN102303336,JT MCELROY 202 TB,INITIAL REPORT,EMISSIONS EVENT,267476
"All of the facilities and emissions control devices at this site are operating as designed and where applicable, are authorized. Where possible, Chevron Field personnel shut-in wells to minimize the overall volume of gas going to the centrally located flare. Within levels conducive to a safe working environment, the remaining field locations were allowed to pressure up before any gas was routed to the centrally located emergency flare. Chevron will discontinue flaring immediately upon repairing equipment.",Third party downtime,"CRANE, CRANE","Reportable quantities, process knowledge, excel spreadsheet, metered volumes, and gas analysis were used in the calculations.",09/11/2017 5:00AM,09/12/2017 5:00AM,DRIVE 2.2 MILES EAST ON HWY 329 FROM HWY 385/329 INTERSECTION IN C,RN102297827,MCELROY SECTION 199 EMERGENCY FLARE,INITIAL REPORT,EMISSIONS EVENT,267477
ConocoPhillips will send the gas to sales after receiving notification from third party gas gatherer.,ConocoPhillips Company (COPC) had to conduct controlled flaring at NPU 1/Millard C because our third party gas gatherer is having trouble with their booster.,"GOLDSMITH, ECTOR",The approximate quantities of emissions are calculated using an estimated volume of gas that was not able to go to the sales line and most current available gas analysis.,09/11/2017 2:30PM,09/13/2017 2:30PM,"From the intersection of I-20 and FM 1601 in Penwell, 2.7 miles West on north service road, turn right over RR track, take right fork 0.3 mile NE 0.6 mile NW 1.0 mile North",RN106503253,NPU 1 & MILLARD C TANK BATTERY,INITIAL REPORT,EMISSIONS EVENT,267478
Flaring will cease once the well is able to take the gas.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Chalk South Battery due to maintenance on injection compressor at the plant.,"BIG SPRING, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,FROM INTX RDS 461 & 821 IN FORSAN GO E ON 821 11.0 MI TURN R AT CHALK B DUNCAN SIGN & FOLLOW LEASE RD FOR APPROX 1.0 MI TO THE BATTERY,RN105668594,CHALK SOUTH BATTERY,INITIAL REPORT,EMISSIONS EVENT,267479
Flaring ceased once the maintenance at the plant was complete.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Chalk North battery because maintenance on the injection compressor at the plant.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,FRM FORSAN TRAVEL SOUTH ON 1 MILE RD TURN EAST FOR 7.3 MI ON FM 821 THEN TURN WEST FOR 0.2 MILES TO LOCATION,RN106578099,CHALK NORTH BATTERY,INITIAL REPORT,EMISSIONS EVENT,267480
Flaring ceased once the maintenance is completed.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Chalk G Battery because of maintenance on the injection compressor at the plant.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the destination and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,FROM INTX OF REX AVE & FM 461 IN FORSAN TEXAS GO S ON 1 MI RD/S CR 31/FM 461 FOR 1.0 THEN TURN L AT FM 821 & GO E 7.9 MI THEN TURN R ON DIRT RD & GO S 0.5 MI TO BATTERY ON R,RN102420981,CHALK G BATTERY,INITIAL REPORT,EMISSIONS EVENT,267481
Flaring ceased once the maintenance is completed.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Reed Battery because of maintenance on the injection compressor at the plant.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the sales line and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,TURN ON MCDONALD RD OFF OF FM 821 GO 0.54 MI & MAKE A LEFT GO THROUGH CATTLE GUARD ONCE YOU VE GONE THROUGH THE CATTLE GUARD KEEP GOING STRAIGHT EXACTLY 1 MI & BATTERY WILL BE ON YOUR RIGHT,RN101956811,REED CENTRAL BATTERY,INITIAL REPORT,EMISSIONS EVENT,267482
Flaring will cease once the well is able to take the gas.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Settles Central because the acid gas injection plant had maintenance.,"FORSAN, GLASSCOCK",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the destination and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,AT INTERSECTION OF U S 87 AND FM 821 BATTERY ON SOUTHEAST CORNER,RN102420684,SETTLES CENTRAL BATTERY,INITIAL REPORT,EMISSIONS EVENT,267483
Flaring will cease once the well is able to take the gas.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Setteles West because of maintenance at the AGI Plant.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the destination and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,FR FORSAN GO 4 MI WEST ON FM 461 GO 0.5 MI SOUTH ON US 87 GO 0.2 MI WEST ON FM 461 GO 0.5 MI SW ON LEASE ROAD,RN102414273,SETTLES WEST CENTRAL TANK BATTERY,INITIAL REPORT,EMISSIONS EVENT,267484
Flaring will cease once the well is able to take the gas.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Mary Chalk Battery because maintenance at the AGI plant.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to the destination and most current available gas analysis.,09/11/2017 9:00AM,09/13/2017 9:00AM,FROM INTX OF US HWY 87 TRAVEL E 0.2 MI ON FM 821 THEN 0.53 MI NORTH ON LEASE RD AND 0.1 MI WEST TO BATTERY,RN106644263,SETTLES NORTH BATTERY,INITIAL REPORT,EMISSIONS EVENT,267485
"Inspect system, change inlet filter to lubricator, add oil to system. Restart unit. Multiple events.",Right bank lubricator no flow.,"FORT STOCKTON, PECOS","A representative gas analysis and an estimated flared gas volume for the event was used to calculate emissions. The unauthorized emissions did not stem from any activity or event that could have been forseen and avoided, and could not have been avoided by better design operation and maitenance practices. The air pollution control equipment and processes were maintained and operated in a manner consistent with good practice for minimizing emissions and reducing the number of emission events. Action was taken immediately after the AGI shutdown. The amount and duration of the unauthorized emissions were minimized by placing the AGI system back in service after the system was corrected and the use of the AGI flare. The emission monitoring system (AGI flare meter) was in service during the event. Actions in response to the unauthorized emission are documented on operating and flare logs. The shutdown of the AGI due lubricator system no flow, low oil is not a frequent or recurring pattern indicative of inadequate design, operation or maintenance. There was no offsite impact. No exceedance of the NAAQS, PSD increments or cause a condition of air pollution.",09/11/2017 12:20PM,09/11/2017 8:00PM,"FROM FM 1450, GO 0.5 MI S ON FM 1776, THEN 1 MI W.",RN100211408,WAHA GAS PLANT,INITIAL REPORT,EMISSIONS EVENT,267486
"The mainline was jetted, blockage removed, and affected areas washed with biochem and dechloration water. Field analysis performed July 30 - August 1, 2017 by the City of Richardson staff were normal. It should be noted field analysis for dissolved oxygen was not performed on July 30, 2017.","The TCEQ DFW Region Office received a notification on July 30, 2017 of a fish kill in an unnamed tributary of Spring Creek. The fish kill was mainly attributed to a sanitary sewer overflow (SSO) from a mainline blockage at 2604 Sherrill Park Ct. An estimated 1,000 gallons of raw sewage entered the unnamed tributary and resulted in the fish kill. A total of 350 dead fish were collected and properly disposed of.",", DALLAS","The TCEQ DFW Region Office conducted no field investigation of the fish kill. A compliance record review investigation was conducted in-house to evaluate documentation submitted by the City. Based on the findings of the investigation, the City of Richardson was referred for formal enforcement for failing to prevent an unauthorized discharge of wastewater from the collection system resulting in an environmental impact (fish kill).",07/30/2017,08/01/2017,,RN101391480,CITY OF RICHARDSON,INITIAL REPORT,FISH KILL,267487
ConocoPhillips immediately sent the gas to injection after the compressors were back to normal.,ConocoPhillips Company (COPC) has to conduct controlled flaring at Midland Howard Glasscock because the amine still failed due to vertical filter separator piping manifold piping failure.,"FORSAN, HOWARD",The approximate quantities of emissions are calculated using an estimated volume gas that was not able to go to injection and most current available gas analysis.,09/11/2017 9:00AM,09/11/2017 2:00PM,FROM HWY 87 OUT OF BIG SPRING TURN E ON HWY 821 & TRAVEL APPROX 9 MI TURN N AT THE CATTLE GUARD ENTRANCE TO THE CHALK AREA FOLLOW THE MAIN LEASE RD KEEPING TO THE N FOR APPROX 1.5 MI TO THE SGI PLANT SITE,RN107089328,HOWARD GLASCOCK SOUR GAS INJECTION FACILITY,INITIAL REPORT,EMISSIONS EVENT,267488
FHR Operations personnel made process adjustments to stop the opacity event. The opacity dissipated after approximately 15 minutes after first observation.,"On September 11, 2017, at approximately 10:30 hours, Flint Hills Resources Port Arthur, LLC (FHR) personnel observed opacity from Cracking Furnace H while introducing feed to Furnace H.","PORT ARTHUR, JEFFERSON","No certified opacity reader was on-site; therefore, out of an abundance of caution, opacity for this event is being reported as 100%. FHR is utilizing the best currently available information for this report.",09/11/2017 10:30AM,09/11/2017 10:45AM,SAVANNAH AVENUE AT GATE 24,RN100217389,FLINT HILLS RESOURCES PORT ARTHUR FACILITY,INITIAL REPORT,EXCESS OPACITY,267489
With alternative power we began pumping down lift stations.,"2253 Loen Drive; Route was into Little Chocolate Bayou. Rain-water intrusion due to Hurricane Harvey. No Field Measurements, laboratory samples and no fish kills.","PORT LAVACA, CALHOUN",,08/30/2017 8:00AM,08/31/2017 8:30AM,SOUTHEAST CORNER OF THE INTERSECTION OF NEWLIN STREET AND COMMERCE STREET,RN101612893,CITY OF PORT LAVACA,INITIAL REPORT,WASTEWATER BYPASS,267490
Complete maintenance and inspection. Reset and restart AGI compressor.,AGI shutdown for maintenance. Replace 2nd stage piston rings.,"FORT STOCKTON, PECOS","A representative gas analysis and an estimated flared gas volume for the event was used to calculate emissions. The unauthorized emissions did not stem from any activity or event that could have been forseen and avoided, and could not have been avoided by better design operation and maintenance practices. The air pollution control equipment and processes were maintained and operated in a manner consistent with good practice for minimizing emissions and reducing the number of emission events. The AGI was restarted immediately after maintenance and inspection were complete. The amount and duration of the unauthorized emissions were minimized by placing the AGI system back in service after the repairs were completed and the use of the AGI flare. The emission monitoring system (AGI flare meter) was in service during the event. Actions in response to the unauthorized emission are documented on operating and flare logs.The shutdown of the AGI for replacement of 2nd stage piston rings is not a frequent or recurring pattern indicative of inadequate design, operation or maintenance. There was no offsite impact. No exceedance of the NAAQS, PSD increments or cause a condition of air pollution. Intermittent flaring.",09/13/2017 8:00AM,09/13/2017 2:00PM,"FROM FM 1450, GO 0.5 MI S ON FM 1776, THEN 1 MI W.",RN100211408,WAHA GAS PLANT,INITIAL REPORT,MAINTENANCE,267499
,"Mainline blockage at 220 Crutcher Crossing resulted in an SSO of 3,812.5 gallons. The blockage was removed, spilled wastewater was vacuumed and returned to the collection system, and affected areas cleaned and disinfected. The City televised the mainline upstream and downstream of the blockage area to ensure there are no additional blockages.",", COLLIN",,09/11/2017 9:57AM,09/11/2017 10:45AM,,RN101414647,CITY OF MCKINNEY,FINAL REPORT,WASTEWATER BYPASS,267501
,Line blockage from roots resulted in an SSO of 30 gallons at 1824 Voirin Rd. The blocked mainline was cleared with hydrojet and affected area washed and vacuumed. The blocked mainline is scheduled for video inspection.,", DALLAS",,08/17/2017 3:00PM,08/17/2017 6:45PM,,RN101383933,CITY OF IRVING,FINAL REPORT,WASTEWATER BYPASS,267503
,Grease/debris blockage on an 8-inch mainline at 5426 Bradford Dr. resulted in an SSO of 240 gallons. The blockage was removed and affected area neutralized with de-chlorinated water and microaid. The mainline has been scheduled for cleaning and inspection.,"DALLAS, DALLAS",,08/30/2017 11:05AM,08/30/2017 12:25PM,,RN101549061,CITY OF DALLAS CENTRAL WWTF,FINAL REPORT,WASTEWATER BYPASS,267505
,Pipe failure at 330 E. Louisiana St. resulted in an SSO of 250 gallons. The failed mainline was repaired and spilled wastewater vacuumed and returned to the collection system.,", COLLIN",,08/01/2017 3:30PM,08/01/2017 4:00PM,,RN101414647,CITY OF MCKINNEY,FINAL REPORT,WASTEWATER BYPASS,267507
,Line blockage at 2522 Larchmont due to excess solids resulted in an SSO of 10 gallons. Stoppage cleared and overflow area cleaned and disinfected.,", DALLAS",,08/01/2017 3:58PM,08/01/2017 4:52PM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,267508
,Line blockage due to excess solids in the mainline resulted in an SSO of 100 gallons at 4720 Sarazen. Line jetted and affected area cleaned and disinfected.,", DALLAS",,08/08/2017 12:46AM,08/08/2017 8:45AM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,267509
,Mainline blockage at 1900 Spring Lake Dr. resulted in an SSO of 10 gallons. Mainline jetted and affected area cleaned and disinfected. Mainline added to preventive maintenance list.,", DALLAS",,08/08/2017 11:00PM,08/09/2017 12:22AM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,267514
,Mainline blockage at 803 Leyenda Dr. resulted in an SSO of 50 gallons. The mainline was jetted and affected area cleaned and disinfected. The mainline has been added to the preventive maintenance list.,", DALLAS",,08/14/2017 4:21PM,08/14/2017 5:30PM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,267516
,Pipe failure at 3011 Kensington Dr. resulted in an SSO of 500 gallons. Failed mainline replaced and affected area disinfected.,", DALLAS",,08/23/2017 9:50AM,08/23/2017 12:15PM,,RN103767299,CITY OF MESQUITE,FINAL REPORT,WASTEWATER BYPASS,267518
This complaint has been referred and will be further investigated by an Environmental Investigator.,"The complainant stated that daily smoke from the alleged facility causes a bad odor of burning plastic and is concerned about the potential hazard to health. The complainant stated that he/she thinks the alleged facility burns the plastic coating off metal wiring prior to sale. The complainant stated the smoke usually starts between 9 and 10 AM, and continues until 2 or 3 PM.","FORT WORTH, TARRANT",More information will be available upon approval of the investigation report.,08/08/2017 1:25PM,09/05/2017 3:15PM,,RN106399991,GOLD STAR METALEX,INITIAL REPORT,,267521
,BWN issued on: 8/28/2017 BWN issued due to: low pressure Location of Incident: unknown Area affected: entire PWS Corrective measures: PWS to normal parameters & negative bacteriological samples. BWN rescinded on:8/29/2017,"NAZARETH, CASTRO","PWS notified by Lacey Farris, City Sec., September 11, 2017.",08/28/2017,08/29/2017,NAZARETH CASTRO COUNTY TEXAS,RN101232411,NAZARETH MUNICIPAL WATER SYSTEM,FINAL REPORT,BOIL WATER NOTICE (BWN),267523
,BWN issued on: 8/22/2017 BWN issued due to: line break Location of Incident: unknown Area affected: entire PWS Corrective measures: PWS to normal parameters & negative bacteriological samples. BWN rescinded on:8/24/2017,", RANDALL","PDW notified of BWN by Joe Lindvey, Operator, September 5, 2017.",08/22/2017,08/24/2017,12 MILES E OF CANYON TX ON SH 217,RN101251296,TPWD PALO DURO CANYON STATE PARK,FINAL REPORT,BOIL WATER NOTICE (BWN),267526
With alternative power - began pumping down lift stations.,"Corner of LaSalle and Spyglass - Route was into storm ditch Heavy rainfall due to Hurricane Harvey. Rainwater intrusion of unknown amounts. No Fishkills, measurements or samples taken.","PORT LAVACA, CALHOUN",TCEQ received fax notification 09/11/17 Date reported 9/8/17,08/30/2017 8:00AM,08/31/2017 8:30AM,SOUTHEAST CORNER OF THE INTERSECTION OF NEWLIN STREET AND COMMERCE STREET,RN101612893,CITY OF PORT LAVACA,INITIAL REPORT,WASTEWATER BYPASS,267529
The ID fan was stopped and normal control of opacity was resumed.,Opacity exceeded 20% (37.12%) for one 6-minute period during the start-up of the ID fan for the No. 7 Lime Kiln.,"EVADALE, JASPER",Continuous Opacity Monitor. The event occurred on 9/7/2017 from 21:06 - 21:11. The CEMS/COMS database was not yet rebuilt from issues caused by the power failure due to Hurricane Harvey. PI history indicated that the opacity was 31.982%.,09/12/2017 10:00AM,09/12/2017 10:06AM,FM 105 S 780 PRIVATE RD 8260 & 2 MI S OF HWY 96 EVADALE,RN102157609,WESTROCK TEXAS,INITIAL REPORT,EXCESS OPACITY,267530
The start-up continued and normal control of opacity was resumed. The ESP the pollution control device for the unit was operational during start-up of the ID fan.,Opacity exceeded 20% (37.86%) for one 6-minute period during the start-up of the ID fan for the No. 7 Lime Kiln.,"EVADALE, JASPER",Continuous Opacity Monitor. The event occurred on 9/8/2017 from 14:30 - 14:35. The CEMS/COMS database was not yet rebuilt from issues caused by the power failure due to Hurricane Harvey. PI history indicated that the opacity was 33.124%.,09/12/2017 10:00AM,09/12/2017 10:06AM,FM 105 S 780 PRIVATE RD 8260 & 2 MI S OF HWY 96 EVADALE,RN102157609,WESTROCK TEXAS,INITIAL REPORT,EXCESS OPACITY,267531
"The inlet rate was reduced. Kodiak sent out their mechanic to replace the solenoid and started the unit up. The scrubber was drained and the EAGI was started up by operations. The site's flare was maintained in constant operation during this event, flare pilots were monitored and no bypassing of the control device occurred.",The residue compressor C-1008 shutdown on engine panel shutdown caused by a broken solenoid valve. Acid gas was flared when the EAGI went down on high 2nd stage scrubber level.,"GOLDSMITH, ECTOR","Flaring emissions based upon metered gas volume, gas analysis and event duration. Calculations based upon TCEQ guidance document known as RG-109.",09/11/2017 2:19PM,09/12/2017 3:40AM,FROM THE INTERSECTION OF US-385 AND 2ND ST IN ODESSA HEAD NORTHWEST ON US-385 FOR 1.1 MILES GO SLIGHTLY WEST ONTO TX-450 SPUR FOR 2.8 MILES CONTINUE ON TX-302 FOR 9.8 MILES TURN NORTH ON FM 866 DESTINATION WILL BE EAST IN 4.6 MILES,RN107088759,JAMES LAKE GAS PLANT,INITIAL REPORT,EMISSIONS EVENT,267537
"A representative for Enterprise Products environmental staff is onsite overseeing initial clean up. Talon has been contracted to perform the remediation activities. Wrecker is onsite working to remove vechicles from the road. Absorbent has been deployed. Impacted soil and gravel on the side of the road will be removed with excavation scheduled to begin on Thursday September 14, 2017.","On September 12, 2017 at 08:30, the Midland Regional Office received notification of an alleged diesel spill at the intersection of CR 1110 and FM 307 in Midland County. An estimated 40 gallons of diesel fuel spilled from ruptured saddle tank due to the collision of a pickup truck with a transport truck. Both the road and the soil on the side of the road was impacted.",", MIDLAND",This incident has been assigned and will further investigated by an environmental investigator.,09/12/2017 6:15AM,09/12/2017 8:30AM,,RN105219364,GENERIC INCIDENT ZIP CODE 79706,INITIAL REPORT,EMERGENCY RESPONSE,267544
The subsystem is currently blocked in while the Lancaster facility comes back up and to ensure integrity of the system. Operations will be directed to contact company EHS prior to line purging in order to ensure controls are in place.,"Hurricane Harvey prompted shut-down of Lancaster treating facility and shut-in of the production wells on the Lancaster Gathering system. During shut-in operations noticed elevated line pressure at the Lavaca meter station. In an attempt to lower line pressure, operations opened a bleed valve for approx 15 mins.","DILLEY, FRIO",quantity based on previous gas analytical and assumed valve type.,09/12/2017 11:00AM,09/12/2017 11:15AM,FROM FM 1583 AND HWY 85 INTERSECTION 8.0 MI NE OF DILLEY TAKE HWY 85 2500 FT TURN LEFT AND GO 1000 FT TO SITE,RN106040488,LANCASTER RANCH COMPRESSOR STATION AND TREATING FACILITY,INITIAL REPORT,EMISSIONS EVENT,267556
"Endeavor Energy Resources and AST emergency response crews are onsite. Remediation activities are being completed by Endeavor in-house. Absorbent material has been laid down. Excavation of the impacted caliche will begin Thursday September 14, 2017. It is estimated the cleanup will be complete within two weeks.","On September 9, 2017 at 10:20, the Midland Regional Office received notification of an alleged red diesel spill at the Endeavor Energy Resources, Rio Rojo tank battery site in Midland County. The incident occurred when a equalizing line on a red diesel storage tank was torn by a piece of metal sticking up from a water bridge as an AST employee drove over transfer lines. An estimated 200 gallons of red diesel was spilled, impacting caliche soil on the pad.",", MIDLAND",This incident has been assigned and will further investigated by an environmental investigator.,09/12/2017 7:00AM,09/12/2017 10:20AM,,RN105219364,GENERIC INCIDENT ZIP CODE 79706,INITIAL REPORT,EMERGENCY RESPONSE,267560
Sour gas volumes will be curtailed and emissions will be routed to the Low Pressure & High Pressure Flare to maintain system pressure safely and minimize impact to the environment. Enbridge plant operators worked to restore plant operations as quickly and safely as possible.,"In order for the electrical company to safely perform maintenance, the Aker plant had to shut down. The C-401 compressors were blown down to HP flare and the 200mm plant, 40mm plant and acid gas was flared to the LP flare while repairs were being made.","STREETMAN, FREESTONE",Engineering and process knowledge. Enbridge uses a smoke/no smoke approach to opacity.,09/12/2017 10:00AM,09/12/2017 11:50AM,FROM STREETMAN TRAVEL APPROXIMATELY 7.5 MI NE ON FM 416 TURN R ON FIRST PAVED RD AND TRAVEL 1.5 MI S TO PLANT ENTRANCE,RN100222819,AKER PLANT,FINAL REPORT,EMISSIONS EVENT,267573
"Any mineral spirit and residual organic sheen identified on the plant property has been collected and will be properly disposed. Any mineral spirit and residual organic sheen identified within the tank containment dike and/or in the associated tanks will be properly removed and disposed as well. Currently water samples are being taken at and near the containment dike, within the plant's sump system(s), and at and near the plant's storm water outfalls to confirm whether there are any dissolved constituents present for purposes of storm water management.","On 08/25/17, the City of Houston and its surrounding areas experienced wide spread flooding as a result of Hurricane Harvey. Due to extensive flooding that took place within the plant due to inclement weather assoicated with Hurricane Harvey, both tanks accumulated large amounts of rain water which exceeded the tanks' capacity which caused it contents to overflow into the tanks' containment dike. Due to the widespread amounts of flooding waters within the plant, the flood waters began to overflow within the tanks' containment dike which consumed a portion of the dike's capacity along with the overflow from the tanks. The containment dike exceeded its capacity which resulted in the release of storm water containing mineral spirits and residual organics into/onto the flood waters within the plant.","CROSBY, HARRIS","Engineering estimates were based on known quantities of organics measured in the tanks prior to the storm events, and waste profiles were used for speciation. A conservative assumption was made that all organic material was released to the air.Initial report records prepared and maintained per August 28, 2017 TCEQ regulatory guidance on Suspension of TCEQ Rules related to Hurricane Harvey. Please note the event duration was based on the Atacosita Fire Station data, 6:06p last reading showing rainfall accumulation. Additionally, please note the following is additional information regarding the list of air contaminants compounds: VOC-unspeciated:2,5 Dimethyl-2,5 Di(T-Butyl Peroxy)Hexane- 698.46 lbs. and T-Amyl alcohol- 2,793.85 lbs. Organic Peroxides: Di-T-Butyl Peroxide- 698.46 lbs. and Di-T-Amyl Peroxide- 698.46 lbs.",08/29/2017 12:00PM,08/29/2017 6:06PM,,RN100210301,ARKEMA CROSBY PLANT,FINAL REPORT,EMISSIONS EVENT,267578
"Plant was down however, venting from tanks occurred to the flares.","Loss of power to the plant during hurricane Harvey, lead to loss of steam, thereby resulted in flare smoking on an intermittent basis.","BEAUMONT, JEFFERSON",Visual determination by personals in the plant while there onsite.,08/29/2017 7:00AM,09/05/2017 7:00AM,"I.H. 10 Southwest at Smith Road, exit 9 miles Southwest of Beaumont Texas",RN102561925,GOODYEAR TIRE & RUBBER BEAUMONT CHEMICAL PLANT,INITIAL REPORT,EMISSIONS EVENT,267579
This complaint has been assigned and will be further investigated by an Environmental Investigator.,"The TCEQ Tyler Region Office received a complaint on 09/11/2017, which alleged the water supplied by a public water system in Panola County has a foul taste and odor.","DOUGLASSVILLE, CASS",More information will be available upon approval of the investigation report.,09/11/2017,09/12/2017,LOCATED AT HWY 8 AND HWY 77 IN CASS CO,RN101388437,CITY OF DOUGLASSVILLE,INITIAL REPORT,,267583
Used alternative power for pumping down Lift Stations,Corner of Commerce St & Newlin Route was into Mataorda Bay Heavy rainfall due to Hurricane Harvey caused intrusion. Unknown amount,"PORT LAVACA, CALHOUN",TCEQ received fax notification 9/11/17 Date reported 9/8/17 by Homer W. Cheek,08/29/2017 8:00AM,08/31/2017 8:30AM,SOUTHEAST CORNER OF THE INTERSECTION OF NEWLIN STREET AND COMMERCE STREET,RN101612893,CITY OF PORT LAVACA,INITIAL REPORT,WASTEWATER BYPASS,267590
